id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
431,2016,Khulna,01/17/16,Bangladesh,Zimbabwe,Bangladesh,Fielding,normal,,Bangladesh,42 runs,,,Khulna,,,
432,2016,Khulna,01/20/16,Bangladesh,Zimbabwe,Bangladesh,Fielding,normal,,Zimbabwe,31 runs,,,Khulna,,,
433,2016,Wellington,01/22/16,New Zealand,Pakistan,New Zealand,Fielding,normal,,New Zealand,95 runs,,,Wellington,,,
434,2016,Khulna,01/22/16,Bangladesh,Zimbabwe,Zimbabwe,Batting,normal,,Zimbabwe,18 runs,,,Khulna,,,
435,2016,Adelaide,01/26/16,Australia,India,India,Fielding,normal,,India,37 runs,,,Adelaide,,,
436,2016,Melbourne,01/29/16,Australia,India,India,Fielding,normal,,India,27 runs,,,Melbourne Cricket Ground ,,,
437,2016,Mong Kok,01/30/16,Hong Kong,Scotland,Hong Kong,Batting,normal,,Hong Kong,,9 wickets,,Mong Kok,,,
438,2016,Mong Kok,01/31/16,Hong Kong,Scotland,Scotland,Fielding,normal,,Scotland,37 runs,,,Mong Kok,,,
439,2016,Sydney,01/31/16,Australia,India,India,Batting,normal,,India,,7 wickets,,Sydney,,,
440,2016,ICCA Dubai,02/03/16,U.A.E.,Netherlands,Netherlands,Fielding,normal,,Netherlands,84 runs,,,ICCA Dubai,,,
441,2016,ICCA Dubai,02/04/16,U.A.E.,Scotland,U.A.E.,Fielding,normal,,U.A.E.,9 runs,,,ICCA Dubai,,,
442,2016,ICCA Dubai,02/05/16,Netherlands,Scotland,Scotland,Batting,normal,,Scotland,37 runs,,,ICCA Dubai,,,
443,2016,Townsville,02/06/16,Ireland,P.N.G.,Ireland,Fielding,normal,,Ireland,,5 wickets,,Townsville,,,
444,2016,Townsville,02/07/16,Ireland,P.N.G.,Ireland,Batting,normal,,Ireland,7 runs,,,Townsville,,,
445,2016,Townsville,02/09/16,Ireland,P.N.G.,P.N.G.,Fielding,normal,,P.N.G.,11 runs,,,Townsville,,,
446,2016,Pune,02/09/16,India,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,,5 wickets,,Pune,,,
447,2016,Ranchi,02/12/16,India,Sri Lanka,India,Fielding,normal,,India,69 runs,,,Ranchi,,,
448,2016,Abu Dhabi,02/14/16,U.A.E.,Ireland,Ireland,Fielding,normal,,Ireland,34 runs,,,Abu Dhabi,,,
449,2016,Visakhapatnam,02/14/16,India,Sri Lanka,India,Fielding,normal,,India,,9 wickets,,Visakhapatnam,,,
450,2016,Abu Dhabi,02/16/16,U.A.E.,Ireland,U.A.E.,Batting,normal,,U.A.E.,5 runs,,,Abu Dhabi,,,
451,2016,Fatullah,02/19/16,Afghanistan,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,16 runs,,,Fatullah,,,
452,2016,Fatullah,02/19/16,Hong Kong,Oman,Oman,Fielding,normal,,Oman,5 runs,,,Fatullah,,,
453,2016,Cape Town,02/19/16,South Africa,England,South Africa,Fielding,normal,,South Africa,,3 wickets,,Cape Town,,,
454,2016,Fatullah,02/20/16,Afghanistan,Oman,Afghanistan,Batting,normal,,Afghanistan,,3 wickets,,Fatullah,,,
455,2016,Fatullah,02/21/16,Hong Kong,U.A.E.,U.A.E.,Batting,normal,,U.A.E.,,6 wickets,,Fatullah,,,
456,2016,Johannesburg,02/21/16,South Africa,England,South Africa,Fielding,normal,,South Africa,,9 wickets,,Imperial Wanderer Stadium,,,
457,2016,Dhaka,02/22/16,Afghanistan,Hong Kong,Afghanistan,Fielding,normal,,Afghanistan,66 runs,,,Dhaka,,,
458,2016,Dhaka,02/22/16,Oman,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,71 runs,,,Dhaka,,,
459,2016,Dhaka,02/24/16,Bangladesh,India,India,Fielding,normal,,India,45 runs,,,Dhaka,,,
460,2016,Dhaka,02/25/16,Sri Lanka,U.A.E.,Sri Lanka,Fielding,normal,,Sri Lanka,14 runs,,,Dhaka,,,
461,2016,Dhaka,02/26/16,Bangladesh,U.A.E.,Bangladesh,Fielding,normal,,Bangladesh,51 runs,,,Dhaka,,,
462,2016,Dhaka,02/27/16,India,Pakistan,India,Fielding,normal,,India,,5 wickets,,Dhaka,,,
463,2016,Dhaka,02/28/16,Bangladesh,Sri Lanka,Bangladesh,Fielding,normal,,Bangladesh,23 runs,,,Dhaka,,,
464,2016,Dhaka,02/29/16,Pakistan,U.A.E.,Pakistan,Fielding,normal,,Pakistan,,7 wickets,,Dhaka,,,
465,2016,Dhaka,03/01/16,India,Sri Lanka,Sri Lanka,Batting,normal,,India,,5 wickets,,Dhaka,,,
466,2016,Dhaka,03/02/16,Bangladesh,Pakistan,Pakistan,Batting,normal,,Bangladesh,,5 wickets,,Dhaka,,,
467,2016,Dhaka,03/03/16,India,U.A.E.,India,Fielding,normal,,India,,9 wickets,,Dhaka,,,
468,2016,Dhaka,03/04/16,Pakistan,Sri Lanka,Pakistan,Fielding,normal,,Pakistan,,6 wickets,,Dhaka,,,
469,2016,Durban,03/04/16,South Africa,Australia,South Africa,Fielding,normal,,South Africa,,3 wickets,,Durban,,,
470,2016,Johannesburg,03/06/16,South Africa,Australia,South Africa,Batting,normal,,Australia,,5 wickets,,Imperial Wanderer Stadium,,,
471,2016,Dhaka,03/06/16,Bangladesh,India,Bangladesh,Fielding,normal,,India,,8 wickets,,Dhaka,,,
472,2016,Nagpur,03/08/16,Hong Kong,Zimbabwe,Hong Kong,Fielding,normal,,Zimbabwe,14 runs,,,Nagpur,,,
473,2016,Nagpur,03/08/16,Afghanistan,Scotland,Afghanistan,Fielding,normal,,Afghanistan,14 runs,,,Nagpur,,,
474,2016,Dharamsala,03/09/16,Bangladesh,Netherlands,Bangladesh,Fielding,normal,,Bangladesh,8 runs,,,Dharamsala,,,
475,2016,Dharamsala,03/09/16,Ireland,Oman,Ireland,Fielding,normal,,Oman,,2 wickets,,Dharamsala,,,
476,2016,Cape Town,03/09/16,South Africa,Australia,South Africa,Batting,normal,,Australia,,6 wickets,,Cape Town,,,
477,2016,Nagpur,03/10/16,Scotland,Zimbabwe,Scotland,Fielding,normal,,Zimbabwe,11 runs,,,Nagpur,,,
478,2016,Nagpur,03/10/16,Afghanistan,Hong Kong,Afghanistan,Fielding,normal,,Afghanistan,,6 wickets,,Nagpur,,,
479,2016,Dharamsala,03/11/16,Netherlands,Oman,Netherlands,Fielding,no res,,,,,,Dharamsala,,,
480,2016,Dharamsala,03/11/16,Bangladesh,Ireland,Bangladesh,Fielding,no res,,,,,,Dharamsala,,,
481,2016,Nagpur,03/12/16,Afghanistan,Zimbabwe,Afghanistan,Fielding,normal,,Afghanistan,59 runs,,,Nagpur,,,
482,2016,Nagpur,03/12/16,Hong Kong,Scotland,Hong Kong,Fielding,normal,,Scotland,,8 wickets,,Nagpur,,,
483,2016,Dharamsala,03/13/16,Ireland,Netherlands,Ireland,Fielding,normal,,Netherlands,12 runs,,,Dharamsala,,,
484,2016,Dharamsala,03/13/16,Bangladesh,Oman,Bangladesh,Fielding,normal,,Bangladesh,54 runs,,,Dharamsala,,,
485,2016,Nagpur,03/15/16,India,New Zealand,India,Batting,normal,,New Zealand,47 runs,,,Nagpur,,,
486,2016,Kolkata,03/16/16,Bangladesh,Pakistan,Bangladesh,Fielding,normal,,Pakistan,55 runs,,,Kolkata,,,
487,2016,Mumbai,03/16/16,England,West Indies,England,Batting,normal,,West Indies,,6 wickets,,Mumbai,,,
488,2016,Kolkata,03/17/16,Afghanistan,Sri Lanka,Afghanistan,Fielding,normal,,Sri Lanka,,6 wickets,,Kolkata,,,
489,2016,Dharamsala,03/18/16,Australia,New Zealand,Australia,Fielding,normal,,New Zealand,8 runs,,,Dharamsala,,,
490,2016,Mumbai,03/18/16,England,South Africa,England,Fielding,normal,,England,,2 wickets,,Mumbai,,,
491,2016,Kolkata,03/19/16,India,Pakistan,India,Fielding,normal,,India,,6 wickets,,Kolkata,,,
492,2016,Mumbai,03/20/16,Afghanistan,South Africa,Afghanistan,Fielding,normal,,South Africa,37 runs,,,Mumbai,,,
493,2016,Bengaluru,03/20/16,Sri Lanka,West Indies,Sri Lanka,Fielding,normal,,West Indies,,7 wickets,,Bengaluru,,,
494,2016,Bengaluru,03/21/16,Australia,Bangladesh,Australia,Fielding,normal,,Australia,,3 wickets,,Bengaluru,,,
495,2016,Mohali,03/22/16,New Zealand,Pakistan,New Zealand,Fielding,normal,,New Zealand,22 runs,,,Mohali,,,
496,2016,Delhi,03/23/16,Afghanistan,England,England,Fielding,normal,,England,15 runs,,,Delhi,,,
497,2016,Bengaluru,03/23/16,India,Bangladesh,Bangladesh,Fielding,normal,,India,1 run,,,Bengaluru,,,
498,2016,Mohali,03/25/16,Australia,Pakistan,Pakistan,Batting,normal,,Australia,21 runs,,,Mohali,,,
499,2016,Nagpur,03/25/16,South Africa,West Indies,West Indies,Fielding,normal,,West Indies,,3 wickets,,Nagpur,,,
500,2016,Kolkata,03/26/16,Bangladesh,New Zealand,New Zealand,Batting,normal,,New Zealand,75 runs,,,Kolkata,,,
501,2016,Delhi,03/26/16,England,Sri Lanka,Sri Lanka,Fielding,normal,,England,10 runs,,,Delhi,,,
502,2016,Nagpur,03/27/16,Afghanistan,West Indies,West Indies,Fielding,normal,,Afghanistan,6 runs,,,Nagpur,,,
503,2016,Mohali,03/27/16,India,Australia,Australia,Fielding,normal,,India,,6 wickets,,Mohali,,,
504,2016,Delhi,03/28/16,South Africa,Sri Lanka,South Africa,Fielding,normal,,South Africa,,8 wickets,,Delhi,,,
505,2016,Delhi,03/30/16,England,New Zealand,England,Fielding,normal,,England,,7 wickets,,Delhi,,,
506,2016,Mumbai,03/31/16,India,West Indies,West Indies,Fielding,normal,,West Indies,,7 wickets,,Mumbai,,,
507,2016,Kolkata,04/03/16,England,West Indies,West Indies,Fielding,normal,,West Indies,,4 wickets,,Kolkata,,,
508,2016,Harare,06/18/16,Zimbabwe,India,Zimbabwe,Fielding,normal,,Zimbabwe,2 runs,,,Harare,,,
509,2016,Harare,06/20/16,Zimbabwe,India,India,Fielding,normal,,India,,10 wickets,,Harare,,,
510,2016,Harare,06/22/16,Zimbabwe,India,India,Batting,normal,,India,3 runs,,,Harare,,,
511,2016,Southampton,07/05/16,England,Sri Lanka,England,Fielding,normal,,England,,8 wickets,,Southampton,,,
512,2016,Lauderhill,08/27/16,India,West Indies,West Indies,Fielding,normal,,West Indies,1 run,,,Lauderhill,,,
513,2016,Lauderhill,08/28/16,India,West Indies,India,Fielding,no res,,,,,,Lauderhill,,,
514,2016,Bready,09/05/16,Ireland,Hong Kong,Hong Kong,Fielding,normal,,Hong Kong,40 runs,,,Bready,,,
515,2016,Pallekele,09/06/16,Sri Lanka,Australia,Australia,Fielding,normal,,Australia,85 runs,,,Pallekele,,,
516,2016,Manchester,09/07/16,England,Pakistan,Pakistan,Fielding,normal,,Pakistan,,9 wickets,,Old Trafford ,,,
517,2016,Colombo (RPS),09/09/16,Sri Lanka,Australia,Australia,Fielding,normal,,Australia,,4 wickets,,Colombo (RPS),,,
518,2016,Dubai (DSC),09/23/16,Pakistan,West Indies,Pakistan,Fielding,normal,,Pakistan,,9 wickets,,Dubai (DSC),,,
519,2016,Dubai (DSC),09/24/16,Pakistan,West Indies,West Indies,Fielding,normal,,Pakistan,16 runs,,,Dubai (DSC),,,
520,2016,Abu Dhabi,09/27/16,Pakistan,West Indies,Pakistan,Fielding,normal,,Pakistan,,8 wickets,,Abu Dhabi,,,
521,2016,ICCA Dubai,12/14/16,U.A.E.,Afghanistan,Afghanistan,Fielding,normal,,Afghanistan,11 runs,,,ICCA Dubai,,,
522,2016,Dubai (DSC),12/16/16,U.A.E.,Afghanistan,Afghanistan,Fielding,normal,,Afghanistan,,5 wickets,,Dubai (DSC),,,
523,2016,ICCA Dubai,12/18/16,U.A.E.,Afghanistan,Afghanistan,Batting,normal,,Afghanistan,44 runs,,,ICCA Dubai,,,
524,2017,Napier,01/03/17,New Zealand,Bangladesh,New Zealand,Fielding,normal,,New Zealand,,6 wickets,,Napier,,,
525,2017,Mount Maunganui,01/06/17,New Zealand,Bangladesh,New Zealand,Batting,normal,,New Zealand,47 runs,,,Mount Maunganui,,,
526,2017,Mount Maunganui,01/08/17,New Zealand,Bangladesh,New Zealand,Fielding,normal,,New Zealand,27 runs,,,Mount Maunganui,,,
527,2017,Abu Dhabi,01/14/17,Hong Kong,Scotland,Scotland,Fielding,normal,,Scotland,24 runs,,,Abu Dhabi,,,
528,2017,Abu Dhabi,01/14/17,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,,5 wickets,,Abu Dhabi,,,
529,2017,Abu Dhabi,01/15/17,Netherlands,Oman,Netherlands,Fielding,normal,,Netherlands,,5 wickets,,Abu Dhabi,,,
530,2017,Abu Dhabi,01/16/17,Hong Kong,Oman,Oman,Fielding,normal,,Oman,,7 wickets,,Abu Dhabi,,,
531,2017,Abu Dhabi,01/16/17,U.A.E.,Afghanistan,Afghanistan,Fielding,normal,,Afghanistan,,5 wickets,,Abu Dhabi,,,
532,2017,Abu Dhabi,01/17/17,Netherlands,Scotland,Scotland,Fielding,normal,,Scotland,7 runs,,,Abu Dhabi,,,
533,2017,Dubai (DSC),01/18/17,U.A.E.,Ireland,Ireland,Fielding,normal,,Ireland,24 runs,,,Dubai (DSC),,,
534,2017,Dubai (DSC),01/18/17,Hong Kong,Netherlands,Hong Kong,Fielding,normal,,Hong Kong,91 runs,,,Dubai (DSC),,,
535,2017,Dubai (DSC),01/19/17,Oman,Scotland,Scotland,Fielding,normal,,Scotland,,7 wickets,,Dubai (DSC),,,
536,2017,Dubai (DSC),01/20/17,Afghanistan,Oman,Afghanistan,Fielding,normal,,Afghanistan,,8 wickets,,Dubai (DSC),,,
537,2017,Dubai (DSC),01/20/17,Ireland,Scotland,Ireland,Fielding,normal,,Ireland,98 runs,,,Dubai (DSC),,,
538,2017,Dubai (DSC),01/20/17,Afghanistan,Ireland,Afghanistan,Batting,normal,,Afghanistan,,10 wickets,,Dubai (DSC),,,
539,2017,Centurion,01/20/17,South Africa,Sri Lanka,South Africa,Fielding,normal,,South Africa,19 runs,,,Centurion,,,
540,2017,Johannesburg,01/22/17,South Africa,Sri Lanka,Sri Lanka,Batting,normal,,Sri Lanka,,3 wickets,,Imperial Wanderer Stadium,,,
541,2017,Cape Town,01/25/17,South Africa,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,,5 wickets,,Cape Town,,,
542,2017,Kanpur,01/26/17,India,England,England,Fielding,normal,,England,,7 wickets,,Kanpur,,,
543,2017,Nagpur,01/29/17,India,England,India,Fielding,normal,,India,5 runs,,,Nagpur,,,
544,2017,Bengaluru,02/01/17,India,England,England,Fielding,normal,,India,75 runs,,,Bengaluru,,,
545,2017,Auckland,02/17/17,New Zealand,South Africa,South Africa,Batting,normal,,South Africa,78 runs,,,Oval,,,
546,2017,Melbourne,02/17/17,Australia,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,,5 wickets,,Melbourne Cricket Ground ,,,
547,2017,Geelong,02/19/17,Australia,Sri Lanka,Australia,Fielding,normal,,Sri Lanka,,2 wickets,,Geelong,,,
548,2017,Adelaide,02/22/17,Australia,Sri Lanka,Sri Lanka,Fielding,normal,,Australia,41 runs,,,Adelaide,,,
549,2017,Greater Noida,03/08/17,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,,6 wickets,,Greater Noida,,,
550,2017,Greater Noida,03/10/17,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,17 runs,,,Greater Noida,,,
551,2017,Greater Noida,03/12/17,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,28 runs,,,Greater Noida,,,
552,2017,Bridgetown,03/26/17,West Indies,Pakistan,Pakistan,Fielding,normal,,Pakistan,,6 wickets,,Bridgetown,,,
553,2017,Port of Spain,03/30/17,West Indies,Pakistan,Pakistan,Fielding,normal,,Pakistan,3 runs,,,Port of Spain,,,
554,2017,Port of Spain,04/01/17,West Indies,Pakistan,West Indies,Batting,normal,,West Indies,,7 wickets,,Port of Spain,,,
555,2017,Port of Spain,04/02/17,West Indies,Pakistan,Pakistan,Fielding,normal,,Pakistan,,7 wickets,,Port of Spain,,,
556,2017,Colombo (RPS),04/04/17,Sri Lanka,Bangladesh,Sri Lanka,Fielding,normal,,Sri Lanka,,6 wickets,,Colombo (RPS),,,
557,2017,Colombo (RPS),04/06/17,Sri Lanka,Bangladesh,Bangladesh,Fielding,normal,,Bangladesh,45 runs,,,Colombo (RPS),,,
558,2017,Abu Dhabi,04/12/17,U.A.E.,P.N.G.,U.A.E.,Batting,normal,,U.A.E.,,5 wickets,,Abu Dhabi,,,
559,2017,Abu Dhabi,04/14/17,U.A.E.,P.N.G.,P.N.G.,Batting,normal,,U.A.E.,30 runs,,,Abu Dhabi,,,
560,2017,Abu Dhabi,04/14/17,U.A.E.,P.N.G.,U.A.E.,Batting,normal,,U.A.E.,,5 wickets,,Abu Dhabi,,,
561,2017,Basseterre,06/02/17,West Indies,Afghanistan,West Indies,Fielding,normal,,West Indies,,6 wickets,,Basseterre,,,
562,2017,Basseterre,06/03/17,West Indies,Afghanistan,West Indies,Fielding,normal,,West Indies,29 runs,,,Basseterre,,,
563,2017,Basseterre,06/05/17,West Indies,Afghanistan,Afghanistan,Fielding,normal,,West Indies,,7 wickets,,Basseterre,,,
564,2017,Southampton,06/21/17,England,South Africa,England,Fielding,normal,,England,,9 wickets,,Southampton,,,
565,2017,Taunton,06/23/17,England,South Africa,South Africa,Fielding,normal,,South Africa,3 runs,,,Taunton,,,
566,2017,Cardiff,06/25/17,England,South Africa,England,Fielding,normal,,England,19 runs,,,Cardiff,,,
567,2017,Kingston,07/09/17,West Indies,India,West Indies,Fielding,normal,,West Indies,,9 wickets,,Kingston,,,
568,2017,Colombo (RPS),09/06/17,Sri Lanka,India,Sri Lanka,Fielding,normal,,India,,7 wickets,,Colombo (RPS),,,
569,2017,Lahore,09/12/17,Pakistan,World-XI,Pakistan,Batting,normal,,Pakistan,20 runs,,,Gaddafi stadium,,,
570,2017,Lahore,09/13/17,Pakistan,World-XI,World-XI,Fielding,normal,,World-XI,,7 wickets,,Gaddafi stadium,,,
571,2017,Lahore,09/15/17,Pakistan,World-XI,Pakistan,Fielding,normal,,Pakistan,33 runs,,,Gaddafi stadium,,,
572,2017,Chester-le-Street,09/16/17,England,West Indies,West Indies,Fielding,normal,,West Indies,21 runs,,,Chester-le-Street,,,
573,2017,Ranchi,10/07/17,India,Australia,India,Fielding,normal,,India,,9 wickets,,Ranchi,,,
574,2017,Guwahati,10/10/17,India,Australia,Australia,Fielding,normal,,Australia,,8 wickets,,Guwahati,,,
575,2017,Abu Dhabi,10/26/17,Pakistan,Sri Lanka,Pakistan,Fielding,normal,,Pakistan,,7 wickets,,Abu Dhabi,,,
576,2017,Bloemfontein,10/26/17,South Africa,Bangladesh,South Africa,Batting,normal,,South Africa,20 runs,,,Bloemfontein,,,
577,2017,Abu Dhabi,10/27/17,Pakistan,Sri Lanka,Sri Lanka,Fielding,normal,,Pakistan,,2 wickets,,Abu Dhabi,,,
578,2017,Potchefstroom,10/29/17,South Africa,Bangladesh,South Africa,Fielding,normal,,South Africa,83 runs,,,Potchefstroom,,,
579,2017,Lahore,10/29/17,Pakistan,Sri Lanka,Pakistan,Fielding,normal,,Pakistan,36 runs,,,Gaddafi stadium,,,
580,2017,Delhi,11/01/17,India,New Zealand,India,Batting,normal,,India,53 runs,,,Delhi,,,
581,2017,Rajkot,11/04/17,India,New Zealand,New Zealand,Fielding,normal,,New Zealand,40 runs,,,Rajkot,,,
582,2017,Thiruvananthapuram,11/07/17,India,New Zealand,India,Fielding,normal,,India,6 runs,,,Thiruvananthapuram,,,
583,2017,Cuttack,12/20/17,India,Sri Lanka,Sri Lanka,Batting,normal,,India,93 runs,,,Cuttack,,,
584,2017,Indore,12/22/17,India,Sri Lanka,India,Fielding,normal,,India,88 runs,,,Indore,,,
585,2017,Mumbai,12/24/17,India,Sri Lanka,Sri Lanka,Fielding,normal,,India,,5 wickets,,Mumbai,,,
586,2017,Nelson,12/29/17,New Zealand,West Indies,New Zealand,Fielding,normal,,New Zealand,47 runs,,,Nelson,,,
587,2018,Mount Maunganui,01/01/18,New Zealand,West Indies,New Zealand,Fielding,no res,,,,,,Mount Maunganui,,,
588,2018,Mount Maunganui,01/03/18,New Zealand,West Indies,West Indies,Fielding,normal,,New Zealand,119 runs,,,Mount Maunganui,,,
589,2018,Wellington,01/22/18,New Zealand,Pakistan,New Zealand,Fielding,normal,,New Zealand,,7 wickets,,Wellington,,,
590,2018,Auckland,01/25/18,New Zealand,Pakistan,New Zealand,Batting,normal,,Pakistan,48 runs,,,Oval,,,
591,2018,Mount Maunganui,01/28/18,New Zealand,Pakistan,Pakistan,Fielding,normal,,Pakistan,18 runs,,,Mount Maunganui,,,
592,2018,Sydney,02/03/18,Australia,New Zealand,Pakistan,Fielding,normal,,Australia,,7 wickets,,Sydney,,,
593,2018,Sharjah,02/05/18,Afghanistan,Zimbabwe,Afghanistan,Fielding,normal,,Afghanistan,,5 wickets,,Sharjah,,,
594,2018,Sharjah,02/06/18,Afghanistan,Zimbabwe,Zimbabwe,Batting,normal,,Afghanistan,17 runs,,,Sharjah,,,
595,2018,Hobart,02/07/18,Australia,England,Australia,Fielding,normal,,Australia,,5 wickets,,Hobart,,,
596,2018,Melbourne,02/10/18,Australia,England,Australia,Batting,normal,,Australia,,7 wickets,,Melbourne Cricket Ground ,,,
597,2018,Wellington,02/13/18,New Zealand,England,New Zealand,Batting,normal,,New Zealand,12 runs,,,Wellington,,,
598,2018,Dhaka,02/15/18,Bangladesh,Sri Lanka,Bangladesh,Fielding,normal,,Sri Lanka,,6 wickets,,Dhaka,,,
599,2018,Auckland,02/16/18,New Zealand,Australia,New Zealand,Fielding,normal,,Australia,,5 wickets,,Seddon Park,,,
600,2018,Hamilton,02/18/18,New Zealand,England,England,Fielding,normal,,England,2 runs,,,Hamilton,,,
601,2018,Sylhet,02/18/18,Bangladesh,Sri Lanka,Sri Lanka,Fielding,normal,,Sri Lanka,75 runs,,,Sylhet,,,
602,2018,Johannesburg,02/18/18,South Africa,India,India,Fielding,normal,,India,28 runs,,,Imperial Wanderer Stadium,,,
603,2018,Auckland,02/21/18,New Zealand,Australia,Australia,Fielding,normal,,Australia,19 runs,,,Oval,,,
604,2018,Centurion,02/21/18,South Africa,India,India,Fielding,normal,,South Africa,,6 wickets,,Centurion,,,
605,2018,Cape Town,02/24/18,South Africa,India,India,Fielding,normal,,India,7 runs,,,Cape Town,,,
606,2018,Colombo (RPS),03/06/18,Sri Lanka,India,India,Fielding,normal,,Sri Lanka,,5 wickets,,Colombo (RPS),,,
607,2018,Colombo (RPS),03/08/18,Bangladesh,India,India,Fielding,normal,,India,,6 wickets,,Colombo (RPS),,,
608,2018,Colombo (RPS),03/10/18,Sri Lanka,Bangladesh,Bangladesh,Batting,normal,,Bangladesh,,5 wickets,,Colombo (RPS),,,
609,2018,Colombo (RPS),03/12/18,Sri Lanka,India,India,Fielding,normal,,India,,6 wickets,,Colombo (RPS),,,
610,2018,Colombo (RPS),03/14/18,Bangladesh,India,India,Batting,normal,,India,17 runs,,,Colombo (RPS),,,
611,2018,Colombo (RPS),03/16/18,Sri Lanka,Bangladesh,Bangladesh,Fielding,normal,,Bangladesh,,2 wickets,,Colombo (RPS),,,
612,2018,Colombo (RPS),03/18/18,Bangladesh,India,India,Batting,normal,,India,,4 wickets,,Colombo (RPS),,,
613,2018,Karachi,04/01/18,Pakistan,West Indies,West Indies,Fielding,normal,,Pakistan,143 runs,,,National Stadium Karachi ,,,
614,2018,Karachi,04/02/18,Pakistan,West Indies,West Indies,Batting,normal,,Pakistan,82 runs,,,National Stadium Karachi ,,,
615,2018,Karachi,04/03/18,Pakistan,West Indies,West Indies,Fielding,normal,,Pakistan,,8 wickets,,National Stadium Karachi ,,,
616,2018,Lord's,05/31/18,World-XI,West Indies,West Indies,Fielding,normal,,West Indies,72 runs,,,Lord's,,,
617,2018,Dehradun,06/03/18,Afghanistan,Bangladesh,Bangladesh,Fielding,normal,,Afghanistan,45 runs,,,Dehradun,,,
618,2018,Dehradun,06/05/18,Afghanistan,Bangladesh,Afghanistan,Fielding,normal,,Afghanistan,,6 wickets,,Dehradun,,,
619,2018,Dehradun,06/07/18,Afghanistan,Bangladesh,Netherlands,Batting,normal,,Afghanistan,1 run,,,Dehradun,,,
620,2018,Rotterdam,06/12/18,Netherlands,Ireland,Pakistan,Fielding,normal,,Netherlands,4 runs,,,Rotterdam,,,
621,2018,Edinburgh,06/12/18,Scotland,Pakistan,Netherlands,Batting,normal,,Pakistan,48 runs,,,Edinburgh,,,
622,2018,Rotterdam,06/13/18,Netherlands,Ireland,Pakistan,Batting,normal,,Netherlands,,4 wickets,,Rotterdam,,,
623,2018,Edinburgh,06/13/18,Scotland,Pakistan,Ireland,Batting,normal,,Pakistan,84 runs,,,Edinburgh,,,
624,2018,Deventer,06/16/18,Ireland,Scotland,Scotland,Fielding,normal,,Ireland,46 runs,,,Deventer,,,
625,2018,Deventer,06/17/18,Ireland,Scotland,Ireland,Fielding,tie,,,,,,Deventer,,,
626,2018,Amstelveen,06/19/18,Netherlands,Scotland,Netherlands,Batting,normal,,Scotland,,7 wickets,,Amstelveen,,,
627,2018,Amstelveen,06/20/18,Netherlands,Scotland,Scotland,Fielding,normal,,Scotland,115 runs,,,Amstelveen,,,
628,2018,Dublin (Malahide),06/27/18,Ireland,India,India,Batting,normal,,India,76 runs,,,Dublin (Malahide),,,
629,2018,Birmingham,06/27/18,England,Australia,England,Batting,normal,,England,28 runs,,,Birmingham,,,
630,2018,Dublin (Malahide),06/29/18,Ireland,India,India,Fielding,normal,,India,143 runs,,,Dublin (Malahide),,,
631,2018,Harare,07/01/18,Zimbabwe,Pakistan,Pakistan,Fielding,normal,,Pakistan,74 runs,,,Harare,,,
632,2018,Harare,07/02/18,Australia,Pakistan,Australia,Fielding,normal,,Australia,,9 wickets,,Harare,,,
633,2018,Harare,07/03/18,Zimbabwe,Australia,Australia,Batting,normal,,Australia,100 runs,,,Harare,,,
634,2018,Manchester,07/03/18,England,India,India,Fielding,normal,,India,,8 wickets,,Old Trafford ,,,
635,2018,Harare,07/04/18,Zimbabwe,Pakistan,Pakistan,Fielding,normal,,Pakistan,,7 wickets,,Harare,,,
636,2018,Harare,07/05/18,Australia,Pakistan,Pakistan,Fielding,normal,,Pakistan,45 runs,,,Harare,,,
637,2018,Harare,07/06/18,Zimbabwe,Australia,Australia,Batting,normal,,Australia,,5 wickets,,Harare,,,
638,2018,Cardiff,07/06/18,England,India,England,Fielding,normal,,England,,5 wickets,,Cardiff,,,
639,2018,Harare,07/08/18,Australia,Pakistan,Australia,Fielding,normal,,Pakistan,,6 wickets,,Harare,,,
640,2018,Bristol,07/08/18,England,India,England,Batting,normal,,India,,7 wickets,,Bristol,,,
641,2018,Lord's,07/29/18,Nepal,Netherlands,Nepal,Fielding,no res,,,,,,Lord's,,,
642,2018,Basseterre,07/31/18,West Indies,Bangladesh,West Indies,Batting,normal,,West Indies,,7 wickets,,Basseterre,,,
643,2018,Lauderhill,08/04/18,Bangladesh,West Indies,Bangladesh,Fielding,normal,,Bangladesh,12 runs,,,Lauderhill,,,
644,2018,Lauderhill,08/05/18,Bangladesh,West Indies,Bangladesh,Batting,normal,,Bangladesh,19 runs,,,Lauderhill,,,
645,2018,Colombo (RPS),08/14/18,Sri Lanka,South Africa,Sri Lanka,Fielding,normal,,Sri Lanka,,3 wickets,,Colombo (RPS),,,
